Akihito Hirose
Toshiyuki Moriuchi
1,2,6,0,0,0
27,8,4,0,0,0
1,2,5,0,0,0
27,8,5,0,0,0
15,7,8,0,0,0
36,3,2,0,0,0
14,3,8,0,0,0
33,7,2,0,0,0
19,5,8,0,0,0
28,9,4,0,0,0
8,9,6,0,0,0
27,8,6,0,0,0
7,8,6,0,0,0
37,8,6,0,0,0
27,8,7,0,0,1
37,8,4,0,0,0
3,4,6,0,0,0
22,3,4,0,0,0
1,2,4,0,0,0
21,2,4,0,0,0
17,2,4,0,0,0
7,2,3,0,0,1
17,2,8,0,0,0
20,1,4,0,0,0
14,4,7,0,0,0
26,7,4,0,0,0
6,7,6,0,0,0
31,7,3,0,0,0
2,3,6,0,0,0
39,4,2,0,0,0
12,3,7,0,0,0
20,1,5,0,0,0
16,4,8,0,0,0
25,6,4,0,0,0
17,2,9,0,0,0
33,6,3,0,0,0
4,5,6,0,0,0
38,8,8,1,0,0
13,8,8,0,0,0
34,2,2,0,0,0
38,6,6,0,0,1
37,8,3,0,0,0
11,7,7,0,0,0
25,6,5,0,0,0
38,5,7,0,0,0
23,4,4,0,0,0
27,8,6,0,0,0
35,5,2,0,0,0
3,4,5,0,0,0
23,4,5,0,0,0
11,8,5,0,0,0
31,8,5,0,0,0
27,8,5,0,0,0
35,6,2,0,0,0
21,2,4,0,0,1
33,5,4,0,0,0
21,2,3,1,0,0
34,2,3,0,0,0
7,2,4,0,0,1
34,1,4,0,0,0
31,2,6,0,0,1
1,2,2,0,0,1
27,8,4,0,0,0
37,8,1,0,0,0
31,1,4,0,0,0
30,1,4,0,0,0
34,2,5,0,0,1
11,4,6,0,0,1
19,6,8,0,0,0
25,6,6,0,0,0
38,6,6,0,0,0
31,6,4,0,0,1
13,7,7,0,0,0
33,6,5,0,0,0
34,1,4,0,0,0
33,6,6,0,0,0
5,6,6,0,0,0
26,7,5,0,0,0
7,2,3,1,0,0
1,2,3,0,0,0
34,2,3,1,0,0
3,2,8,0,0,1
17,2,8,0,0,0
18,3,9,0,0,1
34,3,2,1,1,0
39,3,2,0,0,0
36,4,2,0,0,1
39,4,2,0,0,0
17,2,2,1,0,0
39,5,1,0,0,0
17,2,1,1,1,0
34,4,1,0,0,1
25,4,2,0,0,1
39,5,2,0,0,0
25,4,1,1,0,0
18,4,8,1,0,0
17,3,2,1,1,0
39,6,3,0,0,0
32,5,5,0,0,1
39,7,4,0,0,0
33,8,5,0,0,1
39,8,5,0,0,0
30,8,6,0,0,1
